acc,loss,val_acc,val_loss,learning_rate
0.8023406267166138,0.7925147414207458,0.9024216532707214,0.7188560962677002,4.999999873689376e-05
0.9406489729881287,0.5102078318595886,0.938034176826477,0.5071669220924377,4.999999873689376e-05
0.9612432718276978,0.4159713685512543,0.9273504018783569,0.6023445129394531,4.999999873689376e-05
0.9721103310585022,0.3552965521812439,0.9508547186851501,0.4219794273376465,4.999999873689376e-05
0.974010169506073,0.3059030771255493,0.9597578644752502,0.4024840295314789,4.999999873689376e-05
0.9794057011604309,0.2616213262081146,0.9138176441192627,0.42916256189346313,4.999999873689376e-05
0.9768219590187073,0.23777766525745392,0.9177350401878357,0.4135564863681793,4.999999873689376e-05
0.9852572679519653,0.19644828140735626,0.9412392973899841,0.36741772294044495,4.999999873689376e-05
0.9848012924194336,0.18100018799304962,0.9437322020530701,0.3327901363372803,4.999999873689376e-05
0.9893608689308167,0.14912523329257965,0.9241452813148499,0.3915325403213501,4.999999873689376e-05
0.9885249733924866,0.1326814442873001,0.8582621216773987,0.7194244861602783,4.999999873689376e-05
0.9870051145553589,0.12613417208194733,0.9483618140220642,0.28108182549476624,4.999999873689376e-05
0.9899688363075256,0.10879533737897873,0.9757834672927856,0.21746717393398285,4.999999873689376e-05
0.9888289570808411,0.10464639961719513,0.9715099930763245,0.2781256139278412,4.999999873689376e-05
0.9916406869888306,0.09026467055082321,0.9707977175712585,0.3228171169757843,4.999999873689376e-05
0.9914886951446533,0.08493410795927048,0.9675925970077515,0.21775832772254944,4.999999873689376e-05
0.9937685132026672,0.07379201799631119,0.9729344844818115,0.1963047832250595,9.999999747378752e-06
0.9949844479560852,0.07212235778570175,0.9665242433547974,0.21899588406085968,9.999999747378752e-06
0.9943004846572876,0.07349306344985962,0.9597578644752502,0.23310932517051697,9.999999747378752e-06
0.9961243271827698,0.0655253678560257,0.9540598392486572,0.253904789686203,9.999999747378752e-06
0.9965043067932129,0.0624455101788044,0.9558404684066772,0.24792836606502533,1.9999999949504854e-06
0.9970362782478333,0.06281869858503342,0.9561966061592102,0.2480040341615677,1.9999999949504854e-06
0.9965803027153015,0.06246459111571312,0.9579772353172302,0.24564161896705627,1.9999999949504854e-06
0.9964283108711243,0.06307555735111237,0.9583333134651184,0.2457103431224823,4.999999987376214e-07
0.9965043067932129,0.0621696338057518,0.9572649598121643,0.24673543870449066,4.999999987376214e-07
0.9968082904815674,0.062265168875455856,0.9583333134651184,0.24592536687850952,4.999999987376214e-07
0.9968082904815674,0.0608820803463459,0.9583333134651184,0.2457205355167389,4.999999987376214e-07
0.9966562986373901,0.06500407308340073,0.9572649598121643,0.2495216280221939,4.999999987376214e-07
0.9967322945594788,0.061569590121507645,0.9579772353172302,0.24821928143501282,4.999999987376214e-07
0.9975681900978088,0.06270965188741684,0.9576210975646973,0.2505587637424469,4.999999987376214e-07
0.9954403638839722,0.06402308493852615,0.9586894512176514,0.2473316490650177,4.999999987376214e-07
0.9968082904815674,0.0612318255007267,0.9583333134651184,0.24749505519866943,4.999999987376214e-07
0.9971882104873657,0.06070346385240555,0.9583333134651184,0.24803782999515533,4.999999987376214e-07
0.9969602823257446,0.06288278847932816,0.9583333134651184,0.2477715015411377,4.999999987376214e-07
0.9965803027153015,0.061286561191082,0.9583333134651184,0.2479829639196396,4.999999987376214e-07
0.9968082904815674,0.062196142971515656,0.9586894512176514,0.24660862982273102,4.999999987376214e-07
0.9969602823257446,0.06039037927985191,0.9579772353172302,0.24744786322116852,4.999999987376214e-07
0.9964283108711243,0.06320052593946457,0.9579772353172302,0.24834153056144714,4.999999987376214e-07
0.9969602823257446,0.06113024428486824,0.9561966061592102,0.25665679574012756,4.999999987376214e-07
0.9965803027153015,0.059611305594444275,0.9565526843070984,0.25554436445236206,4.999999987376214e-07
